1;7.82013e-06
2;8.10504e-06
4;7.95484e-06
8;8.03947e-06
16;7.91073e-06
32;7.92503e-06
64;8.10504e-06
128;7.93457e-06
256;8.11577e-06
512;7.9298e-06
1024;8.00014e-06
2048;8.28028e-06
4096;9.18031e-06
8192;1.02806e-05
16384;1.08945e-05
32768;1.77598e-05
65536;4.1405e-05
131072;5.36954e-05
262144;7.42805e-05
524288;0.00011539
1048576;0.000193565
