1;9.02605e-05
2;8.757e-05
4;8.6925e-05
8;8.71551e-05
16;8.69799e-05
32;8.811e-05
64;8.816e-05
128;8.86345e-05
256;8.88753e-05
512;9.15456e-05
1024;9.60898e-05
2048;8.66795e-05
4096;9.88448e-05
8192;0.00025692
16384;0.000296315
32768;0.00041793
65536;0.00110497
131072;0.00150966
262144;0.00272316
524288;0.00510414
1048576;0.00959935
